docbook-dtds,docbook-dtds-1.0-63.fc21.noarch
pkgconfig(liblzma),xz-devel-5.1.2-14alpha.fc21.x86_64
pkgconfig(alsa),alsa-lib-devel-1.0.28-2.fc21.x86_64
pkgconfig(xdamage),libXdamage-devel-1.1.4-6.fc21.x86_64
pkgconfig(libudev),systemd-devel-215-19.fc21.x86_64
giflib-devel,giflib-devel-4.1.6-12.fc21.x86_64
pkgconfig(soprano),soprano-devel-2.9.4-5.fc21.x86_64
pkgconfig(gamin),gamin-devel-0.1.10-17.fc21.x86_64
pkgconfig(jasper),jasper-devel-1.900.1-27.fc21.x86_64
pkgconfig(xkbfile),libxkbfile-devel-1.0.8-6.fc21.x86_64
pkgconfig(libstreams),strigi-devel-0.7.8-7.fc21.x86_64
pkgconfig(qca2),qca2-devel-2.0.3-9.fc21.x86_64
qt4-doc,1:qt-doc-4.8.6-12.fc21.noarch
qt4-devel,1:qt-devel-4.8.6-12.fc21.x86_64
grantlee-devel,grantlee-devel-0.4.0-7.fc21.x86_64
herqq-devel,herqq-devel-1.0.0-8.fc21.x86_64
pkgconfig(enchant),1:enchant-devel-1.6.0-9.fc21.x86_64
pkgconfig(xxf86misc),libXxf86misc-devel-1.0.3-9.fc21.x86_64
pkgconfig(avahi-core),avahi-devel-0.6.31-29.fc21.x86_64
pkgconfig(xpm),libXpm-devel-3.5.11-3.fc21.x86_64
pkgconfig(OpenEXR),OpenEXR-devel-2.1.0-5.fc21.x86_64
pkgconfig(shared-mime-info),shared-mime-info-1.3-15.fc21.x86_64
media-player-info,media-player-info-17-5.fc21.noarch
pkgconfig(zlib),zlib-devel-1.2.8-7.fc21.x86_64
pkgconfig(phonon),phonon-devel-4.8.0-2.fc21.x86_64
pkgconfig(xproto),xorg-x11-proto-devel-7.7-12.fc21.noarch
kde-filesystem,kde-filesystem-4-49.fc21.x86_64
pkgconfig(shared-desktop-ontologies),shared-desktop-ontologies-devel-0.11.0-3.fc21.noarch
pkgconfig(libattica),attica-devel-0.4.2-4.fc21.x86_64
pkgconfig(QtWebKit),qtwebkit-devel-2.3.3-18.fc21.x86_64
pkgconfig(polkit-qt-1),polkit-qt-devel-0.112.0-2.fc21.x86_64
cmake,cmake-3.0.2-2.fc21.x86_64
pkgconfig(openssl),1:openssl-devel-1.0.1i-4.fc21.x86_64
automoc4,automoc-1.0-0.21.rc3.fc21.x86_64
pkgconfig(xscrnsaver),libXScrnSaver-devel-1.2.2-8.fc21.x86_64
pkgconfig(sm),libSM-devel-1.2.2-2.fc21.x86_64
pkgconfig(xtst),libXtst-devel-1.2.2-4.fc21.x86_64
pkgconfig(xv),libXv-devel-1.0.10-2.fc21.x86_64
libunistring-devel,libunistring-devel-0.9.3-11.fc21.x86_64
libcroco-devel,libcroco-devel-0.6.8-5.fc21.x86_64
coreutils,coreutils-8.22-18.fc21.x86_64
/usr/bin/rename,util-linux-2.25.1-0.1.fc21.x86_64
/usr/bin/cmp,diffutils-3.3-9.fc21.x86_64
cppunit-devel,cppunit-devel-1.12.1-13.fc21.x86_64
libecap-devel,libecap-devel-0.2.0-10.fc21.x86_64
libdb4-devel,libdb4-devel-4.8.30-16.fc21.x86_64
glibc-headers,glibc-headers-2.20-5.fc21.x86_64
libsamplerate-devel,libsamplerate-devel-0.1.8-7.fc21.x86_64
sendmail,sendmail-8.14.9-5.fc21.x86_64
scim-devel,scim-devel-1.4.14-9.fc21.x86_64
libchewing-devel,libchewing-devel-0.4.0-4.fc21.x86_64
lz4-devel,lz4-devel-r123-1.fc21.x86_64
lzo-devel,lzo-devel-2.08-3.fc21.x86_64
/usr/bin/cmake,cmake-3.0.2-2.fc21.x86_64
/usr/bin/dtrace,systemtap-sdt-devel-2.6-3.fc21.x86_64
libyaml-devel,libyaml-devel-0.1.6-5.fc21.x86_64
/usr/bin/git,git-2.1.0-1.fc21.x86_64
anthy-devel,anthy-devel-9100h-26.fc21.x86_64
tix-devel,1:tix-devel-8.4.3-15.fc21.x86_64
libGL-devel,mesa-libGL-devel-10.3-1.20140927.fc21.x86_64
pkgconfig(gobject-introspection-1.0),gobject-introspection-devel-1.42.0-1.fc21.x86_64
pkgconfig(QtGui),1:qt-devel-4.8.6-12.fc21.x86_64
pkgconfig(libtiff-4),libtiff-devel-4.0.3-18.fc21.x86_64
pkgconfig(Qt5Xml),qt5-qtbase-devel-5.3.2-1.fc21.x86_64
pkgconfig(lcms2),lcms2-devel-2.6-4.fc21.x86_64
pkgconfig(Qt5Gui),qt5-qtbase-devel-5.3.2-1.fc21.x86_64
pkgconfig(cairo),cairo-devel-1.13.1-0.4.git337ab1f.fc21.x86_64
openjpeg-devel,openjpeg-devel-1.5.1-13.fc21.x86_64
pkgconfig(gtk+-3.0),gtk3-devel-3.14.2-1.fc21.x86_64
pkgconfig(QtXml),1:qt-devel-4.8.6-12.fc21.x86_64
libthai-devel,libthai-devel-0.1.20-4.fc21.x86_64
cairo-gobject-devel,cairo-gobject-devel-1.13.1-0.4.git337ab1f.fc21.x86_64
harfbuzz-devel,harfbuzz-devel-0.9.34-1.fc21.x86_64
fontconfig-devel,fontconfig-devel-2.11.1-5.fc21.x86_64
liblouis-python3,liblouis-python3-2.6.0-1.fc21.noarch
pygobject3-devel,pygobject3-devel-3.14.0-1.fc21.x86_64
python3-speechd,python3-speechd-0.8-11.fc21.x86_64
at-spi2-core-devel,at-spi2-core-devel-2.14.0-1.fc21.x86_64
python3-pyatspi,python3-pyatspi-2.14.0-1.fc21.noarch
python3-brlapi,python3-brlapi-0.6.2-6.fc21.x86_64
brlapi-devel,brlapi-devel-0.6.2-6.fc21.x86_64
brltty,brltty-5.1-6.fc21.x86_64
liblouis-devel,liblouis-devel-2.6.0-1.fc21.x86_64
cracklib-devel,cracklib-devel-2.9.1-5.fc21.x86_64
lm_sensors-devel,lm_sensors-devel-3.3.5-5.fc21.x86_64
perl(TAP::Harness),perl-Test-Harness-3.33-1.fc21.noarch
exempi-devel,exempi-devel-2.2.1-7.fc21.x86_64
tracker-devel,tracker-devel-1.2.2-2.fc21.x86_64
libexif-devel,libexif-devel-0.6.21-8.fc21.x86_64
ruby,ruby-2.1.2-23.fc21.x86_64
ruby-devel,ruby-devel-2.1.2-23.fc21.x86_64
libsepol-static,libsepol-static-2.3-4.fc21.x86_64
libcanberra-devel,libcanberra-devel-0.30-7.fc21.x86_64
yelp-tools,yelp-tools-3.14.0-1.fc21.noarch
control-center,1:control-center-3.14.0-1.fc21.x86_64
zenity,zenity-3.14.0-1.fc21.x86_64
slang-devel,slang-devel-2.2.4-13.fc21.x86_64
python-dns,python-dns-1.11.1-4.fc21.noarch
openldap-servers,openldap-servers-2.4.40-1.fc21.x86_64
fakeroot,fakeroot-1.18.4-4.fc21.x86_64
linuxdoc-tools,linuxdoc-tools-0.9.68-8.fc21.x86_64
openldap-clients,openldap-clients-2.4.40-1.fc21.x86_64
nscd,nscd-2.20-5.fc21.x86_64
openssl,1:openssl-1.0.1i-4.fc21.x86_64
glib-networking,glib-networking-2.42.0-1.fc21.x86_64
gettext-autopoint,gettext-devel-0.19.2-4.fc21.x86_64
libgnomecanvas-devel,libgnomecanvas-devel-2.30.3-9.fc21.x86_64
libgnome-keyring-devel,libgnome-keyring-devel-3.12.0-4.fc21.x86_64
GConf2-devel,GConf2-devel-3.2.6-11.fc21.x86_64
gvfs-devel,gvfs-devel-1.22.0-1.fc21.x86_64
libbonoboui-devel,libbonoboui-devel-2.24.5-8.fc21.x86_64
gnome-vfs2-devel,gnome-vfs2-devel-2.24.4-16.fc21.x86_64
libgnome-devel,libgnome-devel-2.32.1-9.fc21.x86_64
libart_lgpl-devel,libart_lgpl-devel-2.3.21-12.fc21.x86_64
ORBit2-devel,ORBit2-devel-2.14.19-13.fc21.x86_64
libbonobo-devel,libbonobo-devel-2.32.1-8.fc21.x86_64
flex-static,flex-devel-2.5.37-7.fc21.x86_64
psutils,psutils-1.23-6.fc21.x86_64
tex(latex),4:texlive-collection-latexrecommended-svn33055.0-1.1.20140525_r34255.fc21.noarch
iptables-devel,iptables-devel-1.4.21-11.fc21.x86_64
tex(ecrm1000.tfm),4:texlive-ec-svn25033.1.0-1.1.fc21.noarch
tex(cm-super-t1.enc),4:texlive-cm-super-svn15878.0-1.1.fc21.noarch
linux-atm-libs-devel,linux-atm-libs-devel-2.5.1-11.fc21.x86_64
tex(dvips),4:texlive-dvips-svn33394.0-1.1.fc21.noarch
gsettings-desktop-schemas,gsettings-desktop-schemas-3.14.0-1.fc21.x86_64
libXScrnSaver-devel,libXScrnSaver-devel-1.2.2-8.fc21.x86_64
libXxf86misc-devel,libXxf86misc-devel-1.0.3-9.fc21.x86_64
libgsf-devel,libgsf-devel-1.14.29-4.fc21.x86_64
gtk-sharp2-gapi,gtk-sharp2-gapi-2.12.11-12.fc21.x86_64
gtk-sharp2,gtk-sharp2-2.12.11-12.fc21.x86_64
gtk-sharp2-devel,gtk-sharp2-devel-2.12.11-12.fc21.x86_64
mono-devel,mono-devel-2.10.8-8.fc21.x86_64
keyutils-libs-devel,keyutils-libs-devel-1.5.9-4.fc21.x86_64
pkgconfig(avahi-glib),avahi-glib-devel-0.6.31-29.fc21.x86_64
gamin-devel,gamin-devel-0.1.10-17.fc21.x86_64
popt,popt-1.16-5.fc21.x86_64
libsmbclient-devel,2:libsmbclient-devel-4.1.12-5.fc21.x86_64
mod_dnssd,mod_dnssd-0.6-12.fc21.x86_64
nautilus-devel,nautilus-devel-3.14.0-2.fc21.x86_64
gnome-bluetooth-libs-devel,1:gnome-bluetooth-libs-devel-3.14.0-1.fc21.x86_64
httpd,httpd-2.4.10-9.fc21.x86_64
gtkspell-devel,gtkspell-devel-2.0.16-9.fc21.x86_64
glib2,glib2-2.42.0-1.fc21.x86_64
gnome-python2-bonobo,gnome-python2-bonobo-2.28.1-15.fc21.x86_64
gnome-python2-devel,gnome-python2-devel-2.28.1-15.fc21.x86_64
pygtk2-devel,pygtk2-devel-2.24.0-10.fc21.x86_64
gnome-python2-gnome,gnome-python2-gnome-2.28.1-15.fc21.x86_64
kpathsea-devel,4:texlive-kpathsea-lib-devel-2014-1.1.20140525_r34255.fc21.x86_64
libgxps-devel,libgxps-devel-0.2.2-11.fc21.x86_64
adwaita-icon-theme-devel,adwaita-icon-theme-devel-3.14.0-1.fc21.noarch
poppler-glib-devel,poppler-glib-devel-0.26.2-3.fc21.x86_64
libspectre-devel,libspectre-devel-0.2.7-5.fc21.x86_64
djvulibre-devel,djvulibre-devel-3.5.25.3-14.fc21.x86_64
fontpackages-devel,fontpackages-devel-1.44-10.fc21.noarch
pkgconfig(libecal-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(gsettings-desktop-schemas),gsettings-desktop-schemas-devel-3.14.0-1.fc21.x86_64
pkgconfig(webkitgtk-3.0),webkitgtk3-devel-2.4.6-1.fc21.x86_64
pkgconfig(nss),nss-devel-3.17.1-1.fc21.x86_64
pkgconfig(libebook-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(libsoup-2.4),libsoup-devel-2.48.0-1.fc21.x86_64
pkgconfig(gtkhtml-editor-4.0),gtkhtml3-devel-4.8.4-2.fc21.x86_64
highlight,highlight-3.18-4.fc21.x86_64
pkgconfig(gcr-3),gcr-devel-3.14.0-2.fc21.x86_64
pkgconfig(libebackend-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(libedataserver-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(gdk-pixbuf-2.0),gdk-pixbuf2-devel-2.31.1-1.fc21.x86_64
pkgconfig(atk),atk-devel-2.14.0-1.fc21.x86_64
pkgconfig(gtkspell3-3.0),gtkspell3-devel-3.0.6-4.fc21.x86_64
pkgconfig(libgdata),libgdata-devel-0.16.0-1.fc21.x86_64
spamassassin,spamassassin-3.4.0-12.fc21.x86_64
bogofilter,bogofilter-1.2.4-3.fc21.x86_64
pkgconfig(libpst),libpst-devel-0.6.63-4.fc21.x86_64
pkgconfig(libnotify),libnotify-devel-0.7.6-4.fc21.x86_64
pkgconfig(gio-2.0),glib2-devel-2.42.0-1.fc21.x86_64
pkgconfig(gweather-3.0),libgweather-devel-3.14.0-1.fc21.x86_64
pkgconfig(nspr),nspr-devel-4.10.7-1.fc21.x86_64
pkgconfig(gnome-desktop-3.0),gnome-desktop3-devel-3.14.0-2.fc21.x86_64
pkgconfig(camel-1.2),evolution-data-server-devel-3.12.6-1.fc21.x86_64
pkgconfig(libcanberra-gtk3),libcanberra-devel-0.30-7.fc21.x86_64
pkgconfig(cairo-gobject),cairo-gobject-devel-1.13.1-0.4.git337ab1f.fc21.x86_64
pkgconfig(libgtkhtml-4.0),gtkhtml3-devel-4.8.4-2.fc21.x86_64
gnome-doc-utils,gnome-doc-utils-0.20.10-6.fc21.noarch
pkgconfig(gmodule-2.0),glib2-devel-2.42.0-1.fc21.x86_64
pkgconfig(gail-3.0),gtk3-devel-3.14.2-1.fc21.x86_64
xulrunner-devel,xulrunner-devel-32.0.2-1.fc21.x86_64
coolkey-devel,coolkey-devel-1.1.0-26.fc21.x86_64
xulrunner,xulrunner-32.0.2-1.fc21.x86_64
atk-devel,atk-devel-2.14.0-1.fc21.x86_64
clucene-core-devel,clucene-core-devel-2.3.3.4-13.fc21.x86_64
quota-devel,1:quota-devel-4.01-14.fc21.x86_64
pygobject2,pygobject2-2.28.6-13.fc21.x86_64
pkgconfig(dbus-glib-1),dbus-glib-devel-0.100.2-4.fc21.x86_64
/usr/bin/Xvfb,xorg-x11-server-Xvfb-1.16.1-1.fc21.x86_64
groff-perl,groff-perl-1.22.2-11.fc21.x86_64
tetex-latex,4:texlive-latex-svn32901.0-1.1.fc21.noarch
gperf,gperf-3.0.4-9.fc21.x86_64
html2ps,html2ps-1.0-0.17.b7.fc21.noarch
tetex-dvips,4:texlive-dvips-svn33394.0-1.1.fc21.noarch
eclipse-ecf-core,eclipse-ecf-core-3.9.0-1.fc21.noarch
jsch,jsch-0.1.51-3.fc21.noarch
ant-javamail,ant-javamail-1.9.4-3.fc21.noarch
ant-antlr,ant-antlr-1.9.4-3.fc21.noarch
ant-commons-logging,ant-commons-logging-1.9.4-3.fc21.noarch
osgi(org.eclipse.jetty.security),jetty-security-9.2.1-1.fc21.noarch
ant-apache-xalan2,ant-apache-xalan2-1.9.4-3.fc21.noarch
hamcrest,hamcrest-1.3-8.fc21.noarch
ant-apache-bsf,ant-apache-bsf-1.9.4-3.fc21.noarch
ant-apache-oro,ant-apache-oro-1.9.4-3.fc21.noarch
eclipse-emf-core,1:eclipse-emf-core-2.10.1-1.fc21.noarch
glassfish-servlet-api,glassfish-servlet-api-3.1.0-5.fc21.noarch
osgi(org.eclipse.jetty.util),jetty-util-9.2.1-1.fc21.noarch
ant-jmf,ant-jmf-1.9.4-3.fc21.noarch
mockito,mockito-1.9.0-18.fc21.noarch
cairo,cairo-1.13.1-0.4.git337ab1f.fc21.x86_64
ant-junit,ant-junit-1.9.4-3.fc21.noarch
osgi(org.eclipse.jetty.servlet),jetty-servlet-9.2.1-1.fc21.noarch
tycho-extras,tycho-extras-0.21.0-1.fc21.noarch
xml-maven-plugin,xml-maven-plugin-1.0-10.fc21.noarch
objectweb-asm,objectweb-asm-5.0.2-2.fc21.noarch
glassfish-jsp,glassfish-jsp-2.3.2-5.fc21.noarch
eclipse-pde,1:eclipse-pde-4.4.1-3.fc21.x86_64
osgi(org.eclipse.jetty.continuation),jetty-continuation-9.2.1-1.fc21.noarch
sac,sac-1.3-20.fc21.noarch
webkitgtk-devel,webkitgtk-devel-2.4.6-1.fc21.x86_64
geronimo-annotation,geronimo-annotation-1.0-16.fc21.noarch
java-1.8.0-openjdk-devel,1:java-1.8.0-openjdk-devel-1.8.0.20-12.b26.fc21.x86_64
ant-apache-resolver,ant-apache-resolver-1.9.4-3.fc21.noarch
atinject,atinject-1-17.20100611svn86.fc21.noarch
osgi(org.eclipse.jetty.io),jetty-io-9.2.1-1.fc21.noarch
glassfish-jsp-api,glassfish-jsp-api-2.3.1-4.fc21.noarch
ant-jdepend,ant-jdepend-1.9.4-3.fc21.noarch
batik,batik-1.8-0.15.svn1230816.fc21.noarch
xml-commons-apis,xml-commons-apis-1.4.01-18.fc21.noarch
sat4j,sat4j-2.3.5-4.fc21.noarch
eclipse-license,eclipse-license-1.0.1-4.fc21.noarch
ant-commons-net,ant-commons-net-1.9.4-3.fc21.noarch
ant-apache-bcel,ant-apache-bcel-1.9.4-3.fc21.noarch
ant-testutil,ant-testutil-1.9.4-3.fc21.noarch
httpcomponents-client,httpcomponents-client-4.3.5-1.fc21.noarch
osgi(org.eclipse.jetty.http),jetty-http-9.2.1-1.fc21.noarch
ant-swing,ant-swing-1.9.4-3.fc21.noarch
felix-gogo-shell,felix-gogo-shell-0.10.0-13.fc21.noarch
unzip,unzip-6.0-15.fc21.x86_64
ant-apache-log4j,ant-apache-log4j-1.9.4-3.fc21.noarch
cbi-plugins,cbi-plugins-1.1.1-1.fc21.noarch
ant-jsch,ant-jsch-1.9.4-3.fc21.noarch
lucene-analysis,lucene-analysis-4.8.1-3.fc21.noarch
apache-commons-codec,apache-commons-codec-1.9-4.fc21.noarch
httpcomponents-core,httpcomponents-core-4.3.2-3.fc21.noarch
apache-commons-logging,apache-commons-logging-1.1.3-14.fc21.noarch
lucene-core,lucene-4.8.1-3.fc21.noarch
apache-commons-el,apache-commons-el-1.0-31.fc21.noarch
tycho,tycho-0.21.0-1.fc21.noarch
osgi(org.eclipse.jetty.server),jetty-server-9.2.1-1.fc21.noarch
icu4j-eclipse,1:icu4j-eclipse-52.1-2.fc21.noarch
webkitgtk4,webkitgtk4-2.6.0-2.fc21.x86_64
rsync,rsync-3.1.1-3.fc21.x86_64
felix-gogo-command,felix-gogo-command-0.14.0-2.fc21.noarch
ant-apache-regexp,ant-apache-regexp-1.9.4-3.fc21.noarch
makedepend,imake-1.0.6-4.fc21.x86_64
libvdpau-devel,libvdpau-devel-0.8-2.fc21.x86_64
llvm-devel,llvm-devel-3.4-15.fc21.x86_64
libomxil-bellagio-devel,libomxil-bellagio-devel-0.9.3-10.fc21.x86_64
pkgconfig(wayland-server),libwayland-server-devel-1.6.0-1.fc21.x86_64
libxml2-python,libxml2-python-2.9.1-5.fc21.x86_64
libxshmfence-devel,libxshmfence-devel-1.1-3.fc21.x86_64
xkeyboard-config,xkeyboard-config-2.12-2.fc21.noarch
check-devel,check-devel-0.9.14-2.fc21.x86_64
console-setup,console-setup-1.108-2.fc21.noarch
pkgconfig(xdmcp),libXdmcp-devel-1.1.1-7.fc21.x86_64
pkgconfig(xau),libXau-devel-1.0.8-4.fc21.x86_64
libxcb-devel,libxcb-devel-1.10-3.fc21.x86_64
perl(Pod::Usage),perl-Pod-Usage-1.64-1.fc21.noarch
gdk-pixbuf2-devel,gdk-pixbuf2-devel-2.31.1-1.fc21.x86_64
evolution-data-server-devel,evolution-data-server-devel-3.12.6-1.fc21.x86_64
opal-devel,opal-devel-3.10.10-5.fc21.x86_64
ptlib-devel,ptlib-devel-2.10.10-8.fc21.x86_64
gnome-icon-theme-devel,gnome-icon-theme-devel-3.12.0-2.fc21.noarch
boost-devel,boost-devel-1.55.0-3.fc21.x86_64
scrollkeeper,rarian-compat-0.8.1-12.fc21.x86_64
speex-devel,speex-devel-1.2-0.21.rc1.fc21.x86_64
avahi-glib-devel,avahi-glib-devel-0.6.31-29.fc21.x86_64
perl(lib),4:perl-5.18.4-304.fc21.x86_64
perl(constant),perl-constant-1.27-293.fc21.noarch
perl(File::Find),4:perl-5.18.4-304.fc21.x86_64
perl(File::Path),perl-File-Path-2.09-293.fc21.noarch
perl(IO::Compress::Gzip),perl-IO-Compress-2.066-1.fc21.noarch
perl(Test::Harness),perl-Test-Harness-3.33-1.fc21.noarch
perl(IO::Compress::Base),perl-IO-Compress-2.066-1.fc21.noarch
perl(Test::More),perl-Test-Simple-1.001006-1.fc21.noarch
perl(Compress::Zlib),perl-IO-Compress-2.066-1.fc21.noarch
perl(IO::String),perl-IO-String-1.08-22.fc21.noarch
perl(Cwd),perl-PathTools-3.47-3.fc21.x86_64
perl(Carp),perl-Carp-1.33.01-2.fc21.noarch
perl(IO::Zlib),1:perl-IO-Zlib-1.10-304.fc21.noarch
perl(FindBin),4:perl-5.18.4-304.fc21.x86_64
perl(File::Basename),4:perl-5.18.4-304.fc21.x86_64
perl(Exporter),perl-Exporter-5.70-2.fc21.noarch
perl(strict),4:perl-5.18.4-304.fc21.x86_64
perl(Getopt::Std),4:perl-5.18.4-304.fc21.x86_64
perl(File::Spec),perl-PathTools-3.47-3.fc21.x86_64
perl(ExtUtils::MakeMaker),perl-ExtUtils-MakeMaker-6.98-2.fc21.noarch
perl(File::Spec::Unix),perl-PathTools-3.47-3.fc21.x86_64
perl(IO::File),4:perl-5.18.4-304.fc21.x86_64
perl(Test::Pod),perl-Test-Pod-1.48-6.fc21.noarch
perl(IO::Compress::Bzip2),perl-IO-Compress-2.066-1.fc21.noarch
perl(Config),4:perl-5.18.4-304.fc21.x86_64
perl(vars),4:perl-5.18.4-304.fc21.x86_64
cheese-libs-devel,2:cheese-libs-devel-3.14.0-1.fc21.x86_64
grilo-devel,grilo-devel-0.2.11-1.fc21.x86_64
libwacom-devel,libwacom-devel-0.10-1.fc21.x86_64
clutter-gtk-devel,clutter-gtk-devel-1.6.0-1.fc21.x86_64
accountsservice-devel,accountsservice-devel-0.6.38-1.fc21.x86_64
colord-devel,colord-devel-1.2.3-2.fc21.x86_64
libgtop2-devel,libgtop2-devel-2.30.0-4.fc21.x86_64
gnome-bluetooth-devel,1:gnome-bluetooth-libs-devel-3.14.0-1.fc21.x86_64
gnome-settings-daemon-devel,gnome-settings-daemon-devel-3.14.0-1.fc21.x86_64
ibus-devel,ibus-devel-1.5.9-2.fc21.x86_64
gnome-online-accounts-devel,gnome-online-accounts-devel-3.14.0-1.fc21.x86_64
libnm-gtk-devel,libnm-gtk-devel-0.9.9.0-15.git20140424.fc21.x86_64
ModemManager-glib-devel,ModemManager-glib-devel-1.4.0-1.fc21.x86_64
libpwquality-devel,libpwquality-devel-1.2.4-2.fc21.x86_64
colord-gtk-devel,colord-gtk-devel-0.1.25-5.fc21.x86_64
golang,golang-1.3.1-1.fc21.x86_64
libcgroup-devel,libcgroup-devel-0.41-6.fc21.x86_64
setools-devel,setools-devel-3.3.8-5.fc21.x86_64
libsemanage-static,libsemanage-static-2.3-6.fc21.x86_64
maven-local,maven-local-4.1.0-2.fc21.noarch
eclipse-remote,eclipse-remote-1.1.0-1.fc21.noarch
eclipse-platform,1:eclipse-platform-4.4.1-3.fc21.x86_64
nekohtml,nekohtml-1.9.21-3.fc21.noarch
eclipse-tests,1:eclipse-tests-4.4.1-3.fc21.x86_64
lpg-java-compat,lpg-java-compat-1.1.0-15.fc21.noarch
exec-maven-plugin,exec-maven-plugin-1.3.1-1.fc21.noarch
eclipse-rse,eclipse-rse-3.6.0-1.fc21.noarch
perl(warnings),4:perl-5.18.4-304.fc21.x86_64
perl(DBI),perl-DBI-1.631-5.fc21.x86_64
perl(File::Copy),4:perl-5.18.4-304.fc21.x86_64
perl(DBI::DBD),perl-DBI-1.631-5.fc21.x86_64
perl(Getopt::Long),perl-Getopt-Long-2.42-2.fc21.noarch
mariadb-devel,1:mariadb-devel-10.0.14-4.fc21.x86_64
perl(DynaLoader),4:perl-5.18.4-304.fc21.x86_64
mariadb,1:mariadb-10.0.14-4.fc21.x86_64
ustr-devel,ustr-devel-1.0.4-18.fc21.x86_64
qt3-devel,qt3-devel-3.3.8b-60.fc21.x86_64
qt-devel,1:qt-devel-4.8.6-12.fc21.x86_64
perl(ExtUtils::ParseXS),1:perl-ExtUtils-ParseXS-3.24-2.fc21.noarch
libnfsidmap-devel,libnfsidmap-devel-0.26-0.1.fc21.x86_64
krb5-libs,krb5-libs-1.12.2-9.fc21.x86_64
libmount-devel,libmount-devel-2.25.1-0.1.fc21.x86_64
fedfs-utils-devel,fedfs-utils-devel-0.10.3-2.fc21.x86_64
corosynclib-devel,corosynclib-devel-2.3.4-1.fc21.x86_64
dlm-devel,dlm-devel-4.0.1-4.fc21.x86_64
cracklib-dicts,cracklib-dicts-2.9.1-5.fc21.x86_64
elinks,elinks-0.12-0.42.pre6.fc21.x86_64
perl(base),4:perl-5.18.4-304.fc21.x86_64
perl(Digest::BubbleBabble),perl-Digest-BubbleBabble-0.02-9.fc21.noarch
perl(IO::Socket::INET),4:perl-5.18.4-304.fc21.x86_64
perl(IO::Socket::INET6),perl-IO-Socket-INET6-2.72-2.fc21.noarch
perl(IO::Socket),4:perl-5.18.4-304.fc21.x86_64
perl(diagnostics),4:perl-5.18.4-304.fc21.x86_64
perl(overload),4:perl-5.18.4-304.fc21.x86_64
perl(Encode),1:perl-Encode-2.62-3.fc21.x86_64
perl(Socket),1:perl-Socket-2.016-1.fc21.x86_64
perl(XSLoader),4:perl-5.18.4-304.fc21.x86_64
perl(Digest::HMAC_MD5),perl-Digest-HMAC-1.03-8.fc21.noarch
perl(integer),4:perl-5.18.4-304.fc21.x86_64
perl(Net::LibIDN),perl-Net-LibIDN-0.12-18.fc21.x86_64
/usr/bin/iconv,glibc-common-2.20-5.fc21.x86_64
perl(Test::Builder),perl-Test-Simple-1.001006-1.fc21.noarch
perl(IO::Select),4:perl-5.18.4-304.fc21.x86_64
perl(MIME::Base64),4:perl-5.18.4-304.fc21.x86_64
perl(FileHandle),4:perl-5.18.4-304.fc21.x86_64
strace,strace-4.9-2.fc21.x86_64
perl(File::Temp),perl-File-Temp-0.23.04-2.fc21.noarch
perl(URI::_idna),perl-URI-1.64-1.fc21.noarch
perl(Socket6),perl-Socket6-0.25-3.fc21.x86_64
perl(IO::Socket::IP),perl-IO-Socket-IP-0.32-1.fc21.noarch
perl(Net::SSLeay),perl-Net-SSLeay-1.65-2.fc21.x86_64
perl(Net::IDN::Encode),perl-Net-IDN-Encode-2.003-7.fc21.x86_64
perl(Scalar::Util),perl-Scalar-List-Utils-1.38-3.fc21.x86_64
perl(File::Compare),4:perl-5.18.4-304.fc21.x86_64
perl(inc::Module::Install),perl-Module-Install-1.06-7.fc21.noarch
perl(Text::Soundex),perl-Text-Soundex-3.04-293.fc21.x86_64
perl(Time::Local),perl-Time-Local-1.2300-292.fc21.noarch
perl(XML::SAX::Base),perl-XML-SAX-Base-1.08-11.fc21.noarch
perl(XML::SAX::Writer),perl-XML-SAX-Writer-0.53-6.fc21.noarch
perl(Convert::ASN1),perl-Convert-ASN1-0.27-1.fc21.noarch
pkgconfig(ply-boot-client),plymouth-devel-0.8.9-7.2013.08.14.fc21.x86_64
pkgconfig(accountsservice),accountsservice-devel-0.6.38-1.fc21.x86_64
pkgconfig(libsystemd-login),systemd-devel-215-19.fc21.x86_64
pkgconfig(libcanberra-gtk),libcanberra-devel-0.30-7.fc21.x86_64
xorg-x11-server-Xorg,xorg-x11-server-Xorg-1.16.1-1.fc21.x86_64
fontconfig,fontconfig-2.11.1-5.fc21.x86_64
dconf,dconf-0.22.0-1.fc21.x86_64
pkgconfig(icu-i18n),libicu-devel-52.1-4.fc21.x86_64
vala,vala-0.26.0-1.fc21.x86_64
vala-tools,vala-tools-0.26.0-1.fc21.x86_64
pkgconfig(libical),libical-devel-1.0-7.fc21.x86_64
pkgconfig(goa-1.0),gnome-online-accounts-devel-3.14.0-1.fc21.x86_64
pkgconfig(libsecret-unstable),libsecret-devel-0.18-6.fc21.x86_64
pkgconfig(gcr-base-3),gcr-devel-3.14.0-2.fc21.x86_64
pkgconfig(gio-unix-2.0),glib2-devel-2.42.0-1.fc21.x86_64
pkgconfig(sqlite3),sqlite-devel-3.8.6-2.fc21.x86_64
