rubygem(Platform),rubygem-Platform-0.4.0-8.fc21.noarch
python-webassets,python-webassets-0.9-3.fc21.noarch
python-wtforms,python-wtforms-2.0-3.fc21.noarch
python3-wtforms,python3-wtforms-2.0-3.fc21.noarch
python-flask-babel,python-flask-babel-0.9-1.fc21.noarch
pykde4-devel,pykde4-devel-4.14.1-1.fc21.x86_64
gcc-plugin-devel,gcc-plugin-devel-4.9.1-11.fc21.x86_64
libguestfs-devel,1:libguestfs-devel-1.27.54-1.fc21.x86_64
ocaml-bitstring-devel,ocaml-bitstring-devel-2.0.4-6.fc21.x86_64
/usr/bin/pod2html,4:perl-5.18.4-304.fc21.x86_64
ocaml-libguestfs-devel,1:ocaml-libguestfs-devel-1.27.54-1.fc21.x86_64
ocaml-hivex-devel,ocaml-hivex-devel-1.3.10-6.fc21.x86_64
smokeqt-devel,smokeqt-devel-4.14.1-1.fc21.x86_64
smokegen-devel,smokegen-devel-4.14.1-1.fc21.x86_64
kate-devel,kate-devel-4.14.1-1.fc21.x86_64
okular-devel,okular-devel-4.14.1-1.fc21.x86_64
pugixml-devel,pugixml-devel-1.0-8.fc21.x86_64
perl(NetPacket::LLC),perl-NetPacket-LLC-0.01-10.fc21.noarch
mvn(org.fusesource.hawtjni:hawtjni-runtime),hawtjni-1.10-2.fc21.noarch
redhat-lsb,redhat-lsb-4.1-29.fc21.x86_64
mchange-commons,mchange-commons-0.2.7-1.fc21.noarch
maven-ear-plugin,maven-ear-plugin-2.8-6.fc21.noarch
maven-ejb-plugin,maven-ejb-plugin-2.3-11.fc21.noarch
jboss-modules,jboss-modules-1.3.3-1.fc21.noarch
maven-eclipse-plugin,maven-eclipse-plugin-2.9-9.fc21.noarch
pkgconfig(keybinder),keybinder-devel-0.3.0-5.fc21.x86_64
pkgconfig(libcddb),libcddb-devel-1.3.2-15.fc21.x86_64
pkgconfig(libcdio),libcdio-devel-0.92-3.fc21.x86_64
pkgconfig(libcdio_paranoia),libcdio-paranoia-devel-10.2+0.90+1-4.fc21.x86_64
pkgconfig(libclastfm),libclastfm-devel-0.5-0.6.20120314git968af0ab.fc21.x86_64
ghc-setenv-devel,ghc-setenv-devel-0.1.0-5.fc21.x86_64
perl(Object::Pluggable),perl-Object-Pluggable-1.29-10.fc21.noarch
perl(Object::Pluggable::Constants),perl-Object-Pluggable-1.29-10.fc21.noarch
perl(Text::Patch),perl-Text-Patch-1.8-8.fc21.noarch
notify-python,notify-python-0.1.1-27.fc21.x86_64
uthash,uthash-devel-1.9.9-8.fc21.noarch
perl(POE::Component::IRC::Plugin::Connector),perl-POE-Component-IRC-6.88-1.fc21.noarch
perl(POE::Component::IRC),perl-POE-Component-IRC-6.88-1.fc21.noarch
perl(POE::Component::IRC::State),perl-POE-Component-IRC-6.88-1.fc21.noarch
libtpcmisc-devel,libtpcmisc-devel-1.4.8-10.fc21.x86_64
perl-Glib-devel,perl-Glib-devel-1.305-2.fc21.x86_64
nifticlib-devel,nifticlib-devel-2.0.0-10.fc21.x86_64
libtpcimgio-devel,libtpcimgio-devel-1.5.10-10.fc21.x86_64
mvn(org.eclipse.aether:aether-transport-wagon),1:aether-transport-wagon-1.0.0-3.fc21.noarch
mvn(org.apache.maven:maven-embedder),maven-3.2.2-1.fc21.noarch
mvn(org.eclipse.aether:aether-util),1:aether-util-1.0.0-3.fc21.noarch
mvn(org.apache.maven:maven-aether-provider),maven-3.2.2-1.fc21.noarch
/usr/bin/mf,4:texlive-metafont-bin-svn30088.0-1.1.20140525_r34255.fc21.x86_64
tex(phvr8t.tfm),4:texlive-helvetic-svn31835.0-1.1.fc21.noarch
tex(pcrr8t.tfm),4:texlive-courier-svn31835.0-1.1.fc21.noarch
tex(wasysym.sty),4:texlive-wasysym-svn15878.2.0-1.1.fc21.noarch
tex(zptmcm7t.tfm),4:texlive-times-svn31835.0-1.1.fc21.noarch
tex(fmtutil.cnf),4:texlive-kpathsea-svn32266.0-1.1.fc21.noarch
tex(fancyhdr.sty),4:texlive-fancyhdr-svn15878.3.1-1.1.fc21.noarch
texlive-makeindex-bin,4:texlive-makeindex-bin-svn30088.0-1.1.20140525_r34255.fc21.x86_64
tex(cmr10.tfm),4:texlive-cm-svn32865.0-1.1.fc21.noarch
sox,sox-14.4.1-6.fc21.x86_64
tex(natbib.sty),4:texlive-natbib-svn20668.8.31b-1.1.fc21.noarch
tex(wasy7.tfm),4:texlive-wasy-svn15878.0-1.1.fc21.noarch
perl(Perl::Critic::Policy::Modules::ProhibitModuleShebang),perl-Perl-Critic-Pulp-85-2.fc21.noarch
perl(Unicode::CheckUTF8),perl-Unicode-CheckUTF8-1.03-10.fc21.x86_64
sawfish-devel,sawfish-devel-1.10-3.fc21.x86_64
python3-chardet,python3-chardet-2.2.1-2.fc21.noarch
python-urllib3,python-urllib3-1.8.2-4.fc21.noarch
python3-urllib3,python3-urllib3-1.8.2-4.fc21.noarch
nss-softokn-freebl,nss-softokn-freebl-3.17.1-2.fc21.x86_64
qwt5-qt4-devel,qwt5-qt4-devel-5.2.2-26.fc21.x86_64
perl(Class::Singleton),perl-Class-Singleton-1.4-17.fc21.noarch
libX11,libX11-1.6.2-2.fc21.x86_64
python3-cairo-devel,python3-cairo-devel-1.10.0-11.fc21.x86_64
texlive-xtab,4:texlive-xtab-svn23347.2.3f-1.1.fc21.noarch
texlive-tocloft,4:texlive-tocloft-svn30209.2.3f-1.1.fc21.noarch
texlive-sectsty,4:texlive-sectsty-svn15878.2.0.2-1.1.fc21.noarch
python-oslo-sphinx,python-oslo-sphinx-1.1-2.fc21.noarch
perl(Array::Base),perl-Array-Base-0.005-8.fc21.x86_64
perl(String::Base),perl-String-Base-0.001-8.fc21.x86_64
perl(Devel::CallParser),perl-Devel-CallParser-0.002-3.fc21.x86_64
smartcardpp-devel,smartcardpp-devel-0.3.0-8.fc21.x86_64
mvn(com.github.jnr:jnr-x86asm),jnr-x86asm-1.0.2-5.fc21.noarch
mvn(com.github.jnr:jffi),jffi-1.2.6-8.fc21.x86_64
libbsd,libbsd-0.6.0-4.fc21.x86_64
octave-miscellaneous,octave-miscellaneous-1.2.1-2.fc21.x86_64
octave-parallel,octave-parallel-2.2.0-3.fc21.x86_64
tex(dsfont.sty),4:texlive-doublestroke-svn15878.1.111-1.1.fc21.noarch
octave-struct,octave-struct-1.0.10-7.fc21.x86_64
octave-control,octave-control-2.6.5-2.fc21.x86_64
jansi-native,jansi-native-1.5-8.fc21.x86_64
python-iso8601,python-iso8601-0.1.10-4.fc21.noarch
perl(Module::Install::Package),perl-Module-Package-0.30-6.fc21.noarch
perl(Plack::Middleware),perl-Plack-1.0031-1.fc21.noarch
perl(Module::Install::AuthorTests),perl-Module-Install-AuthorTests-0.002-7.fc21.noarch
pkgconfig(telepathy-farstream),telepathy-farstream-devel-0.6.1-4.fc21.x86_64
pkgconfig(farstream-0.2),farstream02-devel-0.2.4-4.fc21.x86_64
pkgconfig(telepathy-glib),telepathy-glib-devel-0.24.0-4.fc21.x86_64
libzapojit-devel,libzapojit-devel-0.0.3-6.fc21.x86_64
scapy,scapy-2.2.0-5.fc21.noarch
bmake,bmake-20140620-2.fc21.x86_64
mvn(org.jboss:jboss-parent:pom:),jboss-parent-11-4.fc21.noarch
mvn(org.osgi:org.osgi.compendium),felix-osgi-compendium-1.4.0-20.fc21.noarch
mvn(org.osgi:org.osgi.core),felix-osgi-core-1.4.0-17.fc21.noarch
lua-alt-getopt,lua-alt-getopt-0.7.0-7.fc21.noarch
rubygem(protected_attributes),rubygem-protected_attributes-1.0.8-1.fc21.noarch
rubygem(factory_girl),rubygem-factory_girl-2.3.2-8.fc21.noarch
perl(DynaLoader::Functions),perl-DynaLoader-Functions-0.002-2.fc21.noarch
eclipse-emf-xsd,eclipse-xsd-2.10.1-1.fc21.noarch
eclipse-wtp-common,eclipse-webtools-common-3.6.1-1.fc21.noarch
eclipse-wtp-servertools,eclipse-webtools-servertools-3.6.1-1.fc21.noarch
perl(ExtUtils::H2PM),perl-ExtUtils-H2PM-0.09-2.fc21.noarch
perl(Test::HexString),perl-Test-HexString-0.03-8.fc21.noarch
perl(Socket::Netlink),perl-Socket-Netlink-0.04-11.fc21.x86_64
rubygem(railties),rubygem-railties-4.1.5-1.fc21.noarch
php-composer(symfony/console),php-symfony-console-2.5.5-1.fc21.noarch
php-composer(symfony/finder),php-symfony-finder-2.5.5-1.fc21.noarch
php-composer(nikic/php-parser),php-PHPParser-1.0.0-1.fc21.noarch
php-composer(seld/jsonlint),php-jsonlint-1.3.0-1.fc21.noarch
php-composer(symfony/event-dispatcher),php-symfony-event-dispatcher-2.5.5-1.fc21.noarch
php-composer(bartlett/php-reflect),php-bartlett-PHP-Reflect-2.4.0-1.fc21.noarch
maven-verifier-plugin,maven-verifier-plugin-1.0-13.fc21.noarch
jboss-logmanager,jboss-logmanager-1.5.2-2.fc21.noarch
apiviz,apiviz-1.3.2-8.fc21.noarch
pkgconfig(libR),R-core-devel-3.1.1-6.fc21.x86_64
ocaml(compiler),ocaml-4.01.0-23.fc21.x86_64
ocaml-facile-devel,ocaml-facile-devel-1.1-25.fc21.x86_64
pkgconfig(libindi),libindi-devel-0.9.9-1.fc21.x86_64
xplanet,xplanet-1.3.0-9.fc21.x86_64
pkgconfig(eigen3),eigen3-devel-3.2.2-2.fc21.noarch
pkgconfig(wcslib),wcslib-devel-4.23-3.fc21.x86_64
mvn(net.sourceforge.jchardet:jchardet),jchardet-1.1-10.fc21.noarch
mvn(org.apache.maven.wagon:wagon-http),maven-wagon-http-2.6-10.fc21.noarch
rubygem(bson),rubygem-bson-1.10.2-1.fc21.noarch
waf,waf-1.7.16-1.fc21.2.noarch
pykde4,pykde4-4.14.1-1.fc21.x86_64
shrinkwrap,shrinkwrap-1.1.2-5.fc21.noarch
mvn(org.apache.felix:org.apache.felix.utils),felix-utils-1.2.0-7.fc21.noarch
mvn(org.apache.felix:org.apache.felix.shell),felix-shell-1.4.3-6.fc21.noarch
mvn(org.apache.felix:org.osgi.service.obr),felix-osgi-obr-1.0.2-13.fc21.noarch
mvn(xpp3:xpp3),xpp3-1.1.4-3.c.fc21.noarch
ghc-dlist-devel,ghc-dlist-devel-0.5-13.fc21.x86_64
perl(MooseX::Types::Common::String),perl-MooseX-Types-Common-0.001008-6.fc21.noarch
perl(autobox::Junctions),perl-autobox-Junctions-0.001-2.fc21.noarch
perl(autobox::Core),perl-autobox-Core-1.27-1.fc21.noarch
perl(Test::Moose::More),perl-Test-Moose-More-0.024-2.fc21.noarch
freemarker,freemarker-2.3.19-9.fc21.noarch
cookxml,cookxml-3.0.2-9.fc21.noarch
ghc-vault-devel,ghc-vault-devel-0.3.0.3-3.fc21.x86_64
ghc-conduit-devel,ghc-conduit-devel-1.0.13.1-3.fc21.x86_64
ghc-http-types-devel,ghc-http-types-devel-0.8.0-5.fc21.x86_64
ghc-css-text-devel,ghc-css-text-devel-0.1.1-7.fc21.x86_64
aether,1:aether-1.0.0-3.fc21.noarch
perl(String::Escape),perl-String-Escape-2010.002-14.fc21.noarch
perl(Devel::InnerPackage),1:perl-Module-Pluggable-5.10-2.fc21.noarch
perl(bareword::filehandles),perl-bareword-filehandles-0.003-9.fc21.x86_64
perl(indirect),perl-indirect-0.29-7.fc21.x86_64
perl(multidimensional),perl-multidimensional-0.011-5.fc21.x86_64
perl(MooseX::Types::LoadableClass),perl-MooseX-Types-LoadableClass-0.012-2.fc21.noarch
perl(Data::Clone),perl-Data-Clone-0.003-9.fc21.x86_64
perl(MooseX::Types::Common),perl-MooseX-Types-Common-0.001008-6.fc21.noarch
perl(Test::Able),perl-Test-Able-0.11-8.fc21.noarch
perl(Test::Able::Role),perl-Test-Able-0.11-8.fc21.noarch
drupal7-rpmbuild,drupal7-rpmbuild-7.31-1.fc21.noarch
mvn(org.codehaus.woodstox:stax2-api),stax2-api-3.1.1-9.fc21.noarch
mvn(net.java.dev.msv:msv-core),1:msv-msv-2013.6.1-4.fc21.noarch
mvn(javax.xml.stream:stax-api),bea-stax-api-1.2.0-10.fc21.noarch
mvn(net.java.dev.msv:xsdlib),1:msv-xsdlib-2013.6.1-4.fc21.noarch
ghc-system-filepath-devel,ghc-system-filepath-devel-0.4.7-4.fc21.x86_64
ghc-system-fileio-devel,ghc-system-fileio-devel-0.3.11-3.fc21.x86_64
apt-maven-plugin,apt-maven-plugin-1.0-0.9.alpha5.fc21.noarch
cookcc,cookcc-0.3.3-11.fc21.noarch
jdeparser,jdeparser-1.0.0-3.fc21.noarch
perl(Import::Into),perl-Import-Into-1.002002-2.fc21.noarch
perl(Role::Tiny),perl-Role-Tiny-1.003003-2.fc21.noarch
perl(mro),4:perl-5.18.4-304.fc21.x86_64
perl(Test::Expect),perl-Test-Expect-0.31-15.fc21.noarch
perl(Catalyst::Plugin::Session::Store::Delegate),perl-Catalyst-Plugin-Session-Store-Delegate-0.06-8.fc21.noarch
perl(Catalyst::Exception),perl-Catalyst-Runtime-5.90019-5.fc21.noarch
perl(CatalystX::InjectComponent),perl-CatalystX-InjectComponent-0.025-5.fc21.noarch
perl(Devel::NYTProf),perl-Devel-NYTProf-5.05-3.fc21.x86_64
perl(HTML::FormHandler),perl-HTML-FormHandler-0.40020-5.fc21.noarch
perl(DBIx::Class::Optional::Dependencies),perl-DBIx-Class-0.08250-6.fc21.noarch
perl(MooseX::RelatedClassRoles),perl-MooseX-RelatedClassRoles-0.004-8.fc21.noarch
rubygem(curb),rubygem-curb-0.8.5-4.fc21.x86_64
rubygem(typhoeus),rubygem-typhoeus-0.6.8-2.fc21.noarch
rubygem(formatador),rubygem-formatador-0.2.4-6.fc21.noarch
perl(Carp::REPL),perl-Carp-REPL-0.15-9.fc21.noarch
pkgconfig(packagekitqt4),PackageKit-Qt-devel-0.9.2-7.fc21.x86_64
pkgconfig(appstream),appstream-devel-0.7.2-2.fc21.x86_64
jmock,jmock-2.5.1-7.fc21.noarch
jboss-vfs,jboss-vfs-3.2.5-1.fc21.noarch
jboss-threads,jboss-threads-2.1.0-3.fc21.noarch
sofia-sip-glib-devel,sofia-sip-glib-devel-1.12.11-10.fc21.x86_64
ghc-crypto-api-devel,ghc-crypto-api-devel-0.11-6.fc21.x86_64
ghc-cereal-devel,ghc-cereal-devel-0.3.5.2-9.fc21.x86_64
ghc-tagged-devel,ghc-tagged-devel-0.6-4.fc21.x86_64
ghc-ansi-terminal-devel,ghc-ansi-terminal-devel-0.6-5.fc21.x86_64
ghc-lifted-base-devel,ghc-lifted-base-devel-0.2.2.1-3.fc21.x86_64
ghc-fast-logger-devel,ghc-fast-logger-devel-0.3.3-3.fc21.x86_64
ghc-word8-devel,ghc-word8-devel-0.0.4-3.fc21.x86_64
ghc-resourcet-devel,ghc-resourcet-devel-0.4.10.2-3.fc21.x86_64
ghc-wai-devel,ghc-wai-devel-1.4.1-4.fc21.x86_64
ghc-zlib-conduit-devel,ghc-zlib-conduit-devel-1.0.0-6.fc21.x86_64
ghc-wai-logger-devel,ghc-wai-logger-devel-0.3.2-3.fc21.x86_64
ghc-date-cache-devel,ghc-date-cache-devel-0.3.0-6.fc21.x86_64
ghc-blaze-builder-conduit-devel,ghc-blaze-builder-conduit-devel-1.0.0-6.fc21.x86_64
ghc-stringsearch-devel,ghc-stringsearch-devel-0.3.6.4-6.fc21.x86_64
perl(Cache::Memcached),perl-Cache-Memcached-1.30-7.fc21.noarch
dnssec-tools-libs-devel,dnssec-tools-libs-devel-2.0-11.fc21.x86_64
python3-sqlalchemy,python3-sqlalchemy-0.9.7-2.fc21.x86_64
python-execnet,python-execnet-1.2.0-4.fc21.noarch
python3-simplejson,python3-simplejson-3.5.3-2.fc21.x86_64
clutter-gst-devel,clutter-gst-devel-1.6.0-14.fc21.x86_64
gappa,gappa-1.1.1-4.fc21.x86_64
flocq,flocq-2.4.0-1.fc21.x86_64
jetty-webapp,jetty-webapp-9.2.1-1.fc21.noarch
jetty-xml,jetty-xml-9.2.1-1.fc21.noarch
xnio,xnio-3.2.2-1.fc21.noarch
jboss-specs-parent,jboss-specs-parent-1.0.0-0.11.Beta2.fc21.noarch
perl(Date::ISO8601),perl-Date-ISO8601-0.004-9.fc21.noarch
pkgconfig(libmspack),libmspack-devel-0.4-0.4.alpha.fc21.x86_64
packagedb-cli,packagedb-cli-2.5-1.fc21.noarch
pyrpkg,pyrpkg-1.28-1.fc21.noarch
python-offtrac,python-offtrac-0.1.0-3.fc21.noarch
globus-gridftp-server-devel,globus-gridftp-server-devel-7.11-2.fc21.x86_64
dmlite-devel,dmlite-devel-0.6.2-5.fc21.x86_64
libquvi-scripts,libquvi-scripts-0.9.20131130-3.fc21.noarch
lua-socket,lua-socket-3.0-0.7rc1.fc21.x86_64
R-XML,R-XML-3.98.1.1-4.fc21.x86_64
R-Rcompression,R-Rcompression-0.93.2-11.fc21.x86_64
clxclient-devel,clxclient-devel-3.6.1-11.fc21.x86_64
R-Rsamtools-devel,R-Rsamtools-devel-1.16.0-3.fc21.x86_64
python3-numexpr,python3-numexpr-2.3-4.fc21.x86_64
python-numexpr,python-numexpr-2.3-4.fc21.x86_64
jlatexmath,jlatexmath-1.0.3-2.fc21.noarch
flexdock,flexdock-1.2.4-2.fc21.noarch
jeuclid,jeuclid-3.1.3-20.fc21.noarch
jogl2,jogl2-2.0.2-1.fc21.x86_64
cobertura,cobertura-1.9.4.1-13.fc21.noarch
scirenderer,scirenderer-1.1.0-4.fc21.noarch
jlatexmath-fop,jlatexmath-fop-1.0.3-2.fc21.noarch
jgraphx,jgraphx-2.5.0.2-2.fc21.noarch
jrosetta,jrosetta-1.0.4-9.fc21.noarch
mingw32-libtasn1,mingw32-libtasn1-4.2-1.fc21.noarch
mingw64-libtasn1,mingw64-libtasn1-4.2-1.fc21.noarch
mingw64-libffi,mingw64-libffi-3.0.13-5.fc21.noarch
mingw32-libffi,mingw32-libffi-3.0.13-5.fc21.noarch
perl(DateTime::TimeZone::SystemV),perl-DateTime-TimeZone-SystemV-0.009-2.fc21.noarch
perl(TAP::Formatter::Console::Session),perl-Test-Harness-3.33-1.fc21.noarch
perl(Test::XML),perl-Test-XML-0.08-2.fc21.noarch
perl(TAP::Formatter::Console),perl-Test-Harness-3.33-1.fc21.noarch
perl(TAP::Parser::Aggregator),perl-Test-Harness-3.33-1.fc21.noarch
kactivities-nepomuk,kactivities-nepomuk-4.13.3-6.fc21.x86_64
pkgconfig(libkactivities-models),kactivities-nepomuk-devel-4.13.3-6.fc21.x86_64
python-straight-plugin,python-straight-plugin-1.4.0-4.fc21.noarch
globus-common,globus-common-15.25-1.fc21.x86_64
globus-gssapi-gsi,globus-gssapi-gsi-11.12-1.fc21.x86_64
ghc-snap-core-devel,ghc-snap-core-devel-0.9.4.0-4.fc21.x86_64
ghc-snap-server-devel,ghc-snap-server-devel-0.9.3.4-4.fc21.x86_64
ghc-pandoc-devel,ghc-pandoc-devel-1.12.3.3-5.fc21.x86_64
ghc-pandoc-citeproc-devel,ghc-pandoc-citeproc-devel-0.3.1-2.fc21.x86_64
ghc-cryptohash-devel,ghc-cryptohash-devel-0.9.0-5.fc21.x86_64
ghc-fsnotify-devel,ghc-fsnotify-devel-0.0.11-3.fc21.x86_64
ghc-lrucache-devel,ghc-lrucache-devel-1.1.1.3-5.fc21.x86_64
geronimo-osgi-support,geronimo-osgi-support-1.0-16.fc21.noarch
ghc-zlib-bindings-devel,ghc-zlib-bindings-devel-0.1.1.3-5.fc21.x86_64
diffmark-devel,diffmark-devel-0.10-8.fc21.x86_64
gstreamer-rtsp-vala,gstreamer-rtsp-vala-0.10.8-8.fc21.x86_64
gstreamer-plugins-bad-free-devel,gstreamer-plugins-bad-free-devel-0.10.23-24.fc21.x86_64
perl(Tk::Widget),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::LabEntry),perl-Tk-804.031-7.fc21.x86_64
perl(Pod::Simple::PullParser),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Tk::Frame),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::Toplevel),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::BrowseEntry),perl-Tk-804.031-7.fc21.x86_64
perl(Tk::ItemStyle),perl-Tk-804.031-7.fc21.x86_64
sombok-devel,sombok-devel-2.3.1-3.fc21.x86_64
pyserial,pyserial-2.6-9.fc21.noarch
perl(Glib::Object::Subclass),perl-Glib-1.305-2.fc21.x86_64
perl(Cairo::GObject),perl-Cairo-GObject-1.001-8.fc21.x86_64
python-restauth-common,python-restauth-common-0.6.2-4.fc21.noarch
zarafa-devel,zarafa-devel-7.1.10-4.fc21.x86_64
perl(Pod::Simple::RTF),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Pod::Text::Termcap),perl-podlators-2.5.3-2.fc21.noarch
perl(Pod::Text::Color),perl-podlators-2.5.3-2.fc21.noarch
perl(Pod::Simple::XMLOutStream),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Pod::Simple::Checker),1:perl-Pod-Simple-3.28-293.fc21.noarch
perl(Tk::Pod),perl-Tk-Pod-0.9942-3.fc21.noarch
python-netifaces,python-netifaces-0.5-8.fc21.x86_64
docutils,python-docutils-0.12-0.2.20140510svn7747.fc21.noarch
pyflakes,pyflakes-0.8.1-3.fc21.noarch
libnl,libnl-1.1.4-5.fc21.x86_64
libvirt-python,libvirt-python-1.2.7-2.fc21.x86_64
python-cpopen,python-cpopen-1.3-5.fc21.x86_64
python-pthreading,python-pthreading-0.1.3-3.fc21.noarch
python-ethtool,python-ethtool-0.11-3.fc21.x86_64
sevmgr-devel,sevmgr-devel-1.00.0-11.fc21.x86_64
rmol-devel,rmol-devel-1.00.0-10.fc21.x86_64
erfa-devel,erfa-devel-1.1.1-1.fc21.x86_64
cminpack-devel,cminpack-devel-1.3.1-2.fc21.x86_64
pkgconfig(libkactivities),kactivities-devel-4.13.3-6.fc21.x86_64
kde-runtime-devel,kde-runtime-devel-4.14.1-1.fc21.x86_64
libnm-qt-devel,2:libnm-qt-devel-0.9.8.2-4.fc21.x86_64
libXxf86vm,libXxf86vm-1.1.3-4.fc21.x86_64
perl(IO::Capture::Stdout),perl-IO-Capture-0.05-17.fc21.noarch
perl(XML::LibXML::SAX),1:perl-XML-LibXML-2.0116-3.fc21.x86_64
qaccessibilityclient-devel,qaccessibilityclient-devel-0.1.1-3.fc21.x86_64
perl(IO::Capture::Tie_STDx),perl-IO-Capture-0.05-17.fc21.noarch
perl(IO::Capture::Stdout::Extended),perl-IO-Capture-Extended-0.12-2.fc21.noarch
perl(IO::Capture::Stderr::Extended),perl-IO-Capture-Extended-0.12-2.fc21.noarch
f2c,f2c-20110801-7.fc21.x86_64
python-tables,python-tables-3.0.0-7.fc21.x86_64
pkgconfig(libarchive),libarchive-devel-3.1.2-10.fc21.x86_64
mvn(org.apache.felix:gogo-parent:pom:),felix-gogo-parent-0.6.0-10.fc21.noarch
pcfi,pcfi-2010.08.09-8.20111103gitbd245c9.fc21.noarch
mvn(org.apache.derby:derby),derby-10.10.2.0-1.fc21.noarch
mvn(org.apache.geronimo.specs:geronimo-commonj_1.1_spec),geronimo-commonj-1.1.0-10.fc21.noarch
mvn(org.apache.geronimo.specs:geronimo-ejb_2.1_spec),geronimo-ejb-1.0-14.fc21.noarch
mvn(javax.xml.bind:jaxb-api),glassfish-jaxb-api-2.2.9-6.fc21.noarch
mvn(com.mchange:c3p0),c3p0-0.9.5-0.1.pre8.fc21.noarch
mvn(javax.transaction:jta),geronimo-jta-1.1.1-17.fc21.noarch
rmic-maven-plugin,rmic-maven-plugin-1.2.1-9.fc21.noarch
mvn(javax.jms:jms),geronimo-jms-1.1.1-19.fc21.noarch
mvn(org.apache.httpcomponents:httpmime),httpcomponents-client-4.3.5-1.fc21.noarch
mvn(net.sourceforge.htmlunit:htmlunit-core-js),htmlunit-core-js-2.9-7.fc21.noarch
mvn(net.sourceforge.nekohtml:nekohtml),nekohtml-1.9.21-3.fc21.noarch
xalan-j2-xsltc,xalan-j2-xsltc-2.7.1-23.fc21.noarch
mvn(net.sourceforge.cssparser:cssparser),cssparser-0.9.14-2.fc21.noarch
octave-image,octave-image-2.2.1-3.fc21.x86_64
rtmidi-devel,rtmidi-devel-1.0.15-9.fc21.x86_64
libfep-devel,libfep-devel-0.1.0-4.fc21.x86_64
perl-Encode-devel,1:perl-Encode-devel-2.62-3.fc21.x86_64
rubygem-gtk3-devel,rubygem-gtk3-devel-2.2.0-4.fc21.x86_64
ocaml-lwt,ocaml-lwt-2.4.3-10.fc21.x86_64
vtk-devel,vtk-devel-6.1.0-14.fc21.x86_64
metslib-static,metslib-devel-0.5.3-6.fc21.noarch
cudd-devel,cudd-devel-2.5.0-6.fc21.x86_64
pkgconfig(qjdns),qjdns-devel-2.0.0-9.fc21.x86_64
perl(Dancer::ModuleLoader),perl-Dancer-1.3126-1.fc21.noarch
perl(Dancer::Session::Abstract),perl-Dancer-1.3126-1.fc21.noarch
perl(Dancer::Config),perl-Dancer-1.3126-1.fc21.noarch
perl(Dancer),perl-Dancer-1.3126-1.fc21.noarch
smokekde-devel,smokekde-devel-4.14.1-1.fc21.x86_64
ruby-qt-devel,ruby-qt-devel-4.14.1-1.fc21.x86_64
sablecc,sablecc-3.2-7.fc21.noarch
rubygem(slim),rubygem-slim-2.0.2-1.fc21.noarch
rubygem(fast_gettext),rubygem-fast_gettext-0.8.1-1.fc21.noarch
rubygem(temple),rubygem-temple-0.6.7-1.fc21.noarch
PyQt4-webkit-devel,PyQt4-devel-4.11.2-1.fc21.x86_64
gtk3,gtk3-3.14.2-1.fc21.x86_64
perl(Glib::Object::Introspection),perl-Glib-Object-Introspection-0.022-3.fc21.x86_64
perl(Encode::CJKConstants),1:perl-Encode-2.62-3.fc21.x86_64
perl(Encode::JP::JIS7),1:perl-Encode-2.62-3.fc21.x86_64
perl(PerlIO),4:perl-5.18.4-304.fc21.x86_64
perl(less),4:perl-5.18.4-304.fc21.x86_64
pkgconfig(libjreen),jreen-devel-1.2.0-4.fc21.x86_64
qtweetlib-devel,qtweetlib-devel-0.5-8.fc21.x86_64
pkgconfig(libechonest),libechonest-devel-2.1.0-4.fc21.x86_64
pkgconfig(libgsasl),libgsasl-devel-1.8.0-5.fc21.x86_64
libgaiagraphics-devel,libgaiagraphics-devel-0.5-5.fc21.x86_64
lv2-c++-tools-devel,lv2-c++-tools-devel-1.0.4-12.fc21.x86_64
felix-gogo-parent,felix-gogo-parent-0.6.0-10.fc21.noarch
perl(smartmatch),perl-smartmatch-0.04-8.fc21.x86_64
perl(Devel::CallChecker),perl-Devel-CallChecker-0.006-3.fc21.x86_64
xen-devel,xen-devel-4.4.1-6.fc21.x86_64
pkgconfig(monodoc),monodoc-devel-2.10.8-8.fc21.x86_64
perl(Directory::Queue),perl-Directory-Queue-1.8-5.fc21.noarch
libvirt-gobject-devel,libvirt-gobject-devel-0.1.9-1.fc21.x86_64
maven-enforcer-api,maven-enforcer-api-1.3.1-2.fc21.noarch
pkgconfig(smbclient),2:libsmbclient-devel-4.1.12-5.fc21.x86_64
baloo-widgets-devel,baloo-widgets-devel-4.14.1-1.fc21.x86_64
pkgconfig(libraw1394),libraw1394-devel-2.1.0-4.fc21.x86_64
pkgconfig(libpci),pciutils-devel-3.2.1-4.fc21.x86_64
pkgconfig(libdmtx),libdmtx-devel-0.7.2-15.fc21.x86_64
pkgconfig(wayland-egl),mesa-libwayland-egl-devel-10.3-1.20140927.fc21.x86_64
pkgconfig(xres),libXres-devel-1.0.7-4.fc21.x86_64
pkgconfig(libxklavier),libxklavier-devel-5.4-4.fc21.x86_64
pkgconfig(glesv2),mesa-libGLES-devel-10.3-1.20140927.fc21.x86_64
pkgconfig(egl),mesa-libEGL-devel-10.3-1.20140927.fc21.x86_64
